review_key,nobel_api_id,laureate_name,candidate_title,candidate_role,classification,technicality_score,classification_confidence,relationship_confidence,relationship_status,warning_flags,reviewer_decision,reviewer_reason,reviewer
314::b7492a5e21ee6d72320baaa7a2f0e9bfca0e310e460d529a5d5fd402c4408bbf::author,314,John Macleod,Recent advances in physiology and biochemistry,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
314::5c1bdb115d744ffaf8464515b5a88dec3666318ee80debf25fb413e962509d89::author,314,John Macleod,The behaviour of the respirations after decerebration in the cat,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
903::c7818978c352bc4e29265fbf284e963b3d64874376b2f73a791caba8656c6768::author,903,John O'Keefe,Q136790185,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
903::8e75ad95f790c5bdba4dbf4bcd8cf7fbf15dcc419dae7dff3668acda3fbc028a::author,903,John O'Keefe,Q136790186,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
903::c7c857be2f89ce1088838b65a78aa6af2e9e6ac5e60ac25a7641e00c76e7ac36::author,903,John O'Keefe,Q136790190,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
903::f02b520137e2c81985b2730196711b881c87518ab25fe57dd276d4c2d508626b::author,903,John O'Keefe,Q136790191,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
291::2827e0f40f11a6535aaf688ee9169098c39a7e674f600ffa31c66e3b8326f763::author,291,John Pople,Gaussian,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
337::87e4f11cf6a390dce4d012f31395bdda2ee184918d5d0f95e9eb60651f0f2f30::author,337,Joseph Erlanger,Electrical Signs of Nervous Activity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
433::b186076ff50acc235868cb1cd18e9e11e456535ecc2a896c1edfa18712f7a66a::author,433,Joseph L. Goldstein,Q136834666,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
433::d1103db8ff530ee380c23515ab4ca41160c18b6257b2f1bd8a7d8ae02a9e6fd2::author,433,Joseph L. Goldstein,Q136834668,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
366::d8d16def424aa897bdc965380eb9b2e6579278cb685b5c80e6f87aac3e98b37e::author,366,Joshua Lederberg,Papers in microbial genetics ; bacteria and bacterial viruses,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
366::aa2b1c6d6f58bd2c5d9c832b7a2b39cac0f024ed5a3b0e934cb282dcc6263256::author,366,Joshua Lederberg,"Tatum, Edward Lawrie (1909-1975), biochemical geneticist and Nobel Laureate",author,unknown,0.55,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
309::c288899f24182aa0b6e9c39ef9fc01042245a7256692639e059da5fe443a79dc::author,309,Jules Bordet,Q51430128,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
396::03d26f246cf146b6725b504fab24426d1c4da0ace9044d81073aadf4e86077e0::author,396,Julius Axelrod,Coexistence of Several Putative Neurotransmitters in Single Identified Neurons of 'Aplysia',author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
400::7ebc626a2846dac37ffae2388a5099e50dfff693fad1e919263fde6375210950::author,400,Karl von Frisch,"Bees: their vision, chemical senses, and language",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
400::c117b7ba2a4a8a77b7c1807ecbd18fe5f5e0ff984f448a9e86eee993d438fa90::author,400,Karl von Frisch,Q105766712,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
400::299a016df530d63fc80738da8210afcd30abbef048caa391a2e8071ab3052ba2::author,400,Karl von Frisch,The dancing bees,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
278::204b8bbcabc0ba86e79d128415d1d6bb4fcc38db89c2e665272a9a713f0b9562::author,278,Kary B. Mullis,Kary Mullis: A next-gen cure for killer infections,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
278::c93825e45f84630d18827f4d6593abe51746e058f3cc86203babaed7732956e1::author,278,Kary B. Mullis,Kary Mullis: Play! Experiment! Discover!,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
943::873d1e207b2e2dcbd677f0187139a874ae9325f47a8b3e7021680e18f8a8ce73::author,943,Kip S. Thorne,Black Holes and Time Warps,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
943::3a38c21454e3fc65b8d0a824ac58fdf0fc6c9b3652750170ca8119fae8ffa97e::editor,943,Kip S. Thorne,Black Holes: The Membrane Paradigm,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
943::c8f90d7c4bae7a1be375f56795e2625bb1a166c8b3447bd87dad7686d9aa4592::author,943,Kip S. Thorne,Gravitation,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
943::3519996c4d1420bf5ad6511f5ef46ba7e13426cbcd59eb9a37e33d32c5da31ae::author,943,Kip S. Thorne,"Gravitation theory and gravitational collapse / B. K. Harrison, Kip Thorne, Masami Wakano, John Archibald Wheeler",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
943::3229eb21dc3cbbb559d7b97a48c35b6a51a02e3e10be4c4124c9fec03f56c08c::author,943,Kip S. Thorne,"Hautes énergies en astrophysique: École d'été de physique théorique, cours donnés aux Houches en 1966. Volume 3",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
943::20a6e9aa3615279cd63b8338fb2cffbd612350ca8a01007e0fe2a150cd748d2f::author,943,Kip S. Thorne,Q126551393,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
943::17c4d474a06079d0372bbd5be2290d41054ba9799a1d8262124e0fba5a9c6870::author,943,Kip S. Thorne,Q135405361,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1000::96ba265684bf35e96ba0e88d7a1ffcade1d90c102e8a80db0f6633d7eb120bc3::author,1000,Klaus Hasselmann,Climate Change Impact on the Arctic Economy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::883d4f91b6f7e9bd5098fd0f336aecb8447ce314dc4036769eef9107bad7935e::author,401,Konrad Lorenz,Behind the Mirror: A Search for a Natural History of Human Knowledge,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::4971830c9d19e35a069eadae5d520fb1dcccdfb9978c4622d40ba462c1005238::author,401,Konrad Lorenz,Civilized Man's Eight Deadly Sins,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::acd644dc776d6896bb8407c78252269a007e90abbdde32e48f5247d8f0ccb5dc::author,401,Konrad Lorenz,E l’uomo incontrò il cane,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::923033f847eb6672f6c07afea044aef424fcf8d3f52091e5755e79bc1af1d5c0::author,401,Konrad Lorenz,"Er redete mit dem Vieh, den Vögeln und den Fischen",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::bcacedfd8357226386b44b5a33c7a8df477f6ed65fbb3a1fc5503be2245f50fe::author,401,Konrad Lorenz,Gli otto peccati capitali della nostra civiltà,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::2a40cf436e81e2d4ba6390533cad128096113edbee0422ab55c1112ea019f279::author,401,Konrad Lorenz,Man Meets Dog,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::22816d65d8470c52842e10c8679800e2ea6a612a6e0498d720e1a48c7fab0af9::author,401,Konrad Lorenz,On Aggression,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::d904876a86e9e9a9a73534e33664642ca2ba6dcfc392a8abc267ff6531744081::author,401,Konrad Lorenz,Q122032412,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::f09fb79240c0e999bc00c2ecaf3597d18ba60c6bbc63c5a13003f19ed3aef1f5::author,401,Konrad Lorenz,Q122124318,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::2a044e9ed1d5cc26c8b926d2588b38e80fb236f3977a2a60092372bd90f01c44::author,401,Konrad Lorenz,Q134422994,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
401::6de77041c659a1773e27624e625ffa0dfd8bc831c2ad4fb6ff7467bfd2fcb781::author,401,Konrad Lorenz,The Waning of Humaneness,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
850::61db600ae62a61a2299b7a1f31e8368077b34f69604e6c1b40ef8da385249fb1::author,850,Konstantin Novoselov,Q137104308,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
850::643256451efb730355e4aad79575201303945d229630356da67a76bdee7bbfc2::author,850,Konstantin Novoselov,Q137104313,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
850::65ee72ed5479abc76310a803274132463e2cfb4e2fa05542b33c07f279aeefff::author,850,Konstantin Novoselov,Q137104316,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
850::30b2786704f969af1c039523ab3248a8fcfcf26aafd946d3ac8775d3238a9441::author,850,Konstantin Novoselov,Q137104318,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
850::9ac0bccd1a16460e3e69ba57ce7fd3d45113dbf3c9c2434f88f1a3a9154774c0::author,850,Konstantin Novoselov,Q137104323,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
21::255c83ba8a0374be77060af2b76c2d967b676edb2354b28d09fa91f1c23f796a::author,21,Lawrence Bragg,The crystalline state. Vol. 1 : A general survey / William H. Bragg; W. L. Bragg. - 1933,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
132::80ca5724c4cdea8e18afac7506f5ddf4a81845c87c0a2394a3722b9a4094f6dd::author,132,Leon M. Lederman,Q126653861,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
95::62858ba0ddc69921b31bd7e585504550b4c5f8c54db85643fdfa92727c1e19c3::author,95,Leon N. Cooper,Q135645585,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::1ff61fcf77e94989af3a084f1601429692c95b7905127bb84ed76bf90d9dfa65::author,77,Lev Landau,Course of Theoretical Physics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::e8f9a554d345016230a4a0312fc997ce3a857c02d53c1d4e75df4334478b86d6::author,77,Lev Landau,Korets-Landau leaflet,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::dc25152e1b394b35d227b57625f785906a9f8b73e5966105abc250e8b9e200da::author,77,Lev Landau,Mechanics by Landau and Lifshitz,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::4cc2640d79ab702038a65af32c7bb77d76072c9c19b0656dbb7d8cbd0d476667::author,77,Lev Landau,On the derivation of Klein–Fock equation,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::da8b182d56a6ebce89d49142f0ff960254b4433b3aea4ec1bf7d28bde3170ce6::author,77,Lev Landau,Q108675025,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::8271e2453386aa409345aa0f64fb4876144d1b733cb01527de65973957a8c1d4::author,77,Lev Landau,Q108675221,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::dc5f522ba9fbc4223883fc6a1dd9e997b16f43dbd3f7b06b000e4da579d0401e::author,77,Lev Landau,Q108675802,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::fb4680c04b635da11766348af80dd3b5648de94d351c1e821835c634bd781e6e::author,77,Lev Landau,Q108675860,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::3549d12fc3371f8169884ef7b3ed963f2282a8046884335e008d658b519babd5::author,77,Lev Landau,Q108692138,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::87322b7193b8bfbb6e1245969f72ac61ce3f4672c9c53667a37ad1e2b7ae2e40::author,77,Lev Landau,Statistical Physics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
77::b1c13fd75c3d7b97ba22163b6b4cfebc6a15230fdceb1cb4a2ade2e62fca9d31::author,77,Lev Landau,Theory of elasticity - Course of theoretical physics Volume 7,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
775::08740036542d4d0704290094270e2149ad3658fbc0ec90b7f8fdaad0a059c027::author,775,Linda B. Buck,Q136784898,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
217::a9ce1e09282d5d824f25f241964907010f7ef49a0fb8e7888fc4d3fbfd56ece6::author,217,Linus Pauling,No More War,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
217::c44bec7ff413b0161628c6a6621ea747db6ef1b7f08e1be891d1b5f34c3a95a2::author,217,Linus Pauling,"The Nature of the Chemical Bond, and the Structure of Molecules and Crystals",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
217::62d0da75874e1ef5b2142467f83e5c9b521641d6cdac4a8910d4543f6ea732a0::author,217,Linus Pauling,Vitamin C and the Common Cold,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
8::2ce9ca9d674991a7df5ed2da767517443351c1102245aa70cc68207b100ad1f5::author,8,Lord Rayleigh,The theory of sound,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
36::14fb31f3026d902ab64ed912bd83011a540298cc68fc158fcc039572a3ba8b5a::author,36,Louis de Broglie,Continu et discontinu en physique moderne,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
36::40934332ad99342afc7f79aebe80bae194fa5822150949c9e3794fcbc23eebd0::author,36,Louis de Broglie,Continu et discontinu en physique moderne,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
36::f991cf3e562856ab4b42eb3ee7fb3b51ff4213933683bb1fe4e6bd5e78f8aea8::author,36,Louis de Broglie,The revolution in physics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
233::c47771786206a54968e8f35e84cf42d40da143aa43e13a4893fd3cfe34f06344::author,233,Manfred Eigen,Laws of the game,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::9ab823fa641e6f5e96bdae29a15cacc30aa269d1383c7d4f813941cad0cf9bc1::author,6,Marie Curie,La Radiologie et la guerre,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::4b74266168f33a2c3af2460be10223506eb75d62759acd6fe83c9ccb02b1eb78::author,6,Marie Curie,"Les Rayons alpha, bêta, gamma des corps radioactifs en relation avec la structure nucléaire",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::1270142d0601b5720512921cdff6ec4f103e36e80d3499eea56fb1ea4dd1168f::author,6,Marie Curie,Pierre Curie,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::2177e198ec88d042eb9da2ebf2abcfe8c76c6f611695091fed76a669807bd702::author,6,Marie Curie,Q108167731,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::1c98f1a5ac7aa97bb1e8283ff6c11689ecde738f538fc722347d5573d95d495a::author,6,Marie Curie,Q108844750,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::ccff002a7c7c3de263c2ae686bff9b3a2a5781783f87066eae713018e4778fac::author,6,Marie Curie,Q108844752,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::9636a0bce565785fd762e90cb2c5cb3e66fa089b3bf3425a69daf41b6bd9bf04::author,6,Marie Curie,Q108851057,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::5c73e384821e9c0dde3c400b804f7a44b795cc27a82dec05f9371bc1c61bee3f::author,6,Marie Curie,Q108868683,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::b25aa393a0474b671a97889d32399b98399c60ce35db35d2b09b50d0d984378d::author,6,Marie Curie,Q108982931,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::75e09107a763aa8d3959382da3961bf8004035d2b3a720134e1e99c2825c3b5c::author,6,Marie Curie,Q108984633,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::ce800ca082c75a9caf15a65fef046582bd7ed410c56a2a30172d3af4b789515d::author,6,Marie Curie,Q108984635,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::22e7f6339b8290eadf80bd66d078f6d87a91a497a2d4f835999d5bd5a1c50ea3::author,6,Marie Curie,Q111754559,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::da246c3cf7a905fc35557e52db5cbbdd660a26c5b7b3c3a4d5d3858da64096e5::author,6,Marie Curie,Recherches sur les substances radioactives,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::b3956d0a2ffac6420bee39972c3c78a2728d41bddfbf04eed3205f5b5d8b9a80::author,6,Marie Curie,The Discovery of Radium,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
6::13c1d5e16a3dac83415e2bfdaeccb9ba20bf98e0240d3d10627df769eb7e25a2::author,6,Marie Curie,Treatise on Radioactivity,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
830::dc17f7883721688bb4fabee954cc7a5e4622abf6ba7ee1943b19d0bd7ad02813::author,830,Martin Chalfie,Q136927236,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
61::98b3c84032e0754ea05c03aad70ed37195972171c316ed28039df549f90b2b9d::author,61,Max Born,Dynamical Theory of Crystal Lattices,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
61::2482ff1eedc3e96f56818c051b2484c6969ecf9ae4f42cf28808d56df860c2ff::author,61,Max Born,Natural philosophy of cause and chance,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
61::eb4607abb2776283ad9e95329f7c68f874813d064d4b19dcdf8c3f3e84331804::author,61,Max Born,"Principles of Optics: Electromagnetic Theory of Propagation, Interference and Diffraction of Light",author,unknown,0.96,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
61::062afa7802722b727577b75f81d32822d4ae20e8e3a489ad9e8e99d8af4e59c9::author,61,Max Born,Q115958368,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
61::f2abde22b87a113875a27464839407fdebf1300c960465a0f45e5d0230a41a04::author,61,Max Born,Q1215741,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
226::395d98814efdc79475959cdc006b8e277dfa961463383b21b3bf85fdea186e08::author,226,Max F. Perutz,Ḍarūrat al-ʻilm: dirāsāt fī al-ʻilm wa-al-ʻulamāʼ,author,unknown,0.2,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::130789d59bcd0a9499e60812b903661d4fae6cff1b55eb58ce2a1c517e837fe9::author,23,Max Planck,Eight Lectures on Theoretical Physics,author,unknown,0.72,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::3c443d41a22e58f3950a2b7069525227c1afa6c4235ef6406a821218c3c08663::author,23,Max Planck,Q108797679,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::52d4990814bc9e4c57d69b66a92f0d66472c86696a543b302dc37b63e0e55bbe::author,23,Max Planck,Q132818375,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::7a0c6b4ecd22b09315a9273e934f0bc7ba1049119664cccf644006b8c551f6b7::author,23,Max Planck,Q21486002,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::37d50bf5bc3fc5426acdfb18e5cdfc36ece58ab766bc26dd8a27dcc79b1e509f::author,23,Max Planck,Q21586941,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::1edd175c6d637cea515ef2b4216b1dd16c81db2cd559bfcfe2a303c7e91400e9::author,23,Max Planck,The origin and development of the quantum theory,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::8ba7a8f63127c8f8a41d0ff30600e576a5f91fa590d654da5cbf8d3be988447e::author,23,Max Planck,Theory of Heat,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::b749674dcec6e7f5619db8c1b6a2a9d5e11314e6659e7ae5eb72fee28cc61c47::author,23,Max Planck,Translation:Notes on the Principle of Action and Reaction in General Dynamics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::3bb902bea74c2310a267bf93f0bd243e5c581c4b7faaa0e39f18cfcab107d79c::author,23,Max Planck,Translation:The Measurements of Kaufmann,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
23::0453b8e0641bdf8e39d36c58d19756313b401d80ddbfde83a5b1db1165ff00f1::author,23,Max Planck,Translation:The Principle of Relativity and the Fundamental Equations of Mechanics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::1430026ff98476ead5dfd488474fd8ee5dc751fdada366a1c8f39ff04f53a3f6::author,904,May-Britt Moser,Q136794647,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::6785bf411af59626eca564f791708fe491555ed9d04ab44eec70250e3e2e7a7e::author,904,May-Britt Moser,Q136794648,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::f43f17db414bf7b673e049fba7775e5ec02e351ec1803c82848724273dbd544f::author,904,May-Britt Moser,Q136794649,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::93e7e0ec462db7bfd7f8008fb5b28b7049ca1ca93eeecb638665207080d355cb::author,904,May-Britt Moser,Q136794650,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::d150edf1834f04f6a691fd80d8db9f70b6e35ce6ce8a1016636a6ed17e318e21::author,904,May-Britt Moser,Q136794651,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::cca6e5bc3a8fd5a1301f415c16aa802b4a04af3719eda105d2a504866b147939::author,904,May-Britt Moser,Q136794652,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::816fd01d784c6c1ca5209bf1a0c122716b5c359108e42b547dacad8b9b6ff5b3::author,904,May-Britt Moser,Q136794656,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::dd1146429f78fdc4c42fb8b6554a2358594ce23ee89e5b72a9c8807ecfbdb83c::author,904,May-Britt Moser,Q136794658,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
904::d828df970ad0f7efae6cbd9c231c1884245ef2573362ccc48b496c813bf5720c::author,904,May-Britt Moser,Q136949267,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
225::6a525d7fa6fa481180c99277000e44d01ab4580ec704099fe084e939262f0f88::author,225,Melvin Calvin,Chemistry of the metal chelate compounds,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
225::30474f2588a248f9ec27250f636d49ac06b583dc9e3389a41d4d122ed073de23::author,225,Melvin Calvin,The photosynthesis of carbon compounds,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
890::3b9696457b18d5ad16316cca7ecfc54e9f0956f4245052cc5c280e3c240c97c3::editor,890,Michael Levitt,Annual Review of Biomedical Data Science,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
890::255700b8f678e4e31ec3578ddf5487a0a6d5472d9c2185f3e9daddcd863edc8c::author,890,Michael Levitt,Q136923844,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
890::d40b5a4d6df9044437dbb26f89ffbe0049d88284c1f40ab653654435b9a01dbe::author,890,Michael Levitt,Q136923848,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
890::e1be24f935123c9a09eae100f614f5ceb407e462f47037928a7e46ad72d4c81b::author,890,Michael Levitt,Q136923855,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
890::00b1fc2600a78bf9854afbde5084cf480b49b59291f7fcbca0f008620825318f::author,890,Michael Levitt,Q136923859,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
890::dfd2c7e038a5f6e209a919c51caa58fe78285848979e8e4ddb535149b089868d::author,890,Michael Levitt,Q136923862,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
890::589ef3e1ae4ab82892d0714218e6914fe53a6eae2a56b426405c8079b7947b49::author,890,Michael Levitt,Q136923866,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
939::e879a41810acac2d4cd3dc86dfb4f97ea6bdddb5fa8b9d96a0c766c017af87c5::author,939,Michael Rosbash,Q137043302,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
939::8bf3de47247fbbd1ad9774578f7a2a9611e9fc638ad0058a75b6174e2841ffe5::author,939,Michael Rosbash,Q137043334,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
939::8afe2fd15dbe3e501e8d5c88730292d2be39e991f2d1d4c551c3b2fe7b848bee::author,939,Michael Rosbash,Q137043335,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
939::5b6fa81625e7716fff5de9d50a8b62654a40da822a754b60a0e181e389c19769::author,939,Michael Rosbash,Q137043338,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
939::30defacdb954e7ff9d41c5ad54d30fbd1ad2dde89a703e21899baddf5b21cc0e::author,939,Michael Rosbash,Q137043339,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
